num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
2,0,0,133,20,8,1,AKLKUL,New Zealand,1,1,1,8.83,0
2,0,0,135,17,2,4,AKLKUL,Malaysia,1,1,1,8.83,1
3,0,0,210,18,2,2,AKLKUL,Malaysia,1,0,1,8.83,0
1,0,0,115,17,8,0,AKLKUL,Malaysia,1,0,0,8.83,0
1,0,0,61,415,6,6,AKLKUL,Malaysia,1,0,1,8.83,1
1,0,0,85,23,11,2,AKLKUL,Malaysia,0,0,0,8.83,0
2,0,0,236,21,18,4,AKLKUL,Germany,0,0,0,8.83,0
1,0,0,106,31,22,3,AKLKUL,New Zealand,1,0,1,8.83,0
1,0,0,35,60,15,6,AKLKUL,Malaysia,1,1,0,8.83,0
1,0,0,26,29,16,6,AKLKUL,Malaysia,1,0,1,8.83,1
1,0,0,54,17,13,1,AKLKUL,Malaysia,1,0,1,8.83,1
1,0,0,40,18,10,0,AKLKUL,Malaysia,1,1,0,8.83,0
4,1,0,348,17,7,4,AKLKUL,Malaysia,0,0,0,8.83,0
1,0,0,271,312,9,4,AKLKUL,New Zealand,0,0,0,8.83,0
1,0,0,179,23,10,1,AKLKUL,New Zealand,1,0,0,8.83,0
1,0,0,248,56,6,5,AKLKUL,New Zealand,0,0,0,8.83,0
2,0,0,45,143,0,3,AKLKUL,Malaysia,1,0,1,8.83,0
3,0,0,284,56,21,6,AKLKUL,Belgium,1,0,0,8.83,0
2,0,0,204,32,19,4,AKLKUL,New Zealand,1,0,0,8.83,0
1,0,0,86,81,9,6,AKLKUL,New Zealand,1,0,1,8.83,0
1,0,0,82,22,2,4,AKLKUL,Malaysia,1,1,0,8.83,1
2,0,0,200,56,11,1,AKLKUL,New Zealand,1,1,1,8.83,0
1,0,0,137,42,0,6,AKLKUL,New Zealand,1,1,0,8.83,0
1,0,0,100,42,17,1,AKLKUL,Malaysia,0,0,0,8.83,1
2,0,0,349,17,17,1,AKLKUL,Malaysia,1,0,1,8.83,0
1,1,0,33,37,6,1,AKLKUL,New Zealand,0,0,1,8.83,0
1,0,0,245,17,9,2,AKLKUL,India,1,0,0,8.83,0
1,0,0,168,62,3,0,AKLKUL,New Zealand,1,1,0,8.83,0
5,0,0,36,20,4,3,AKLKUL,Malaysia,1,0,1,8.83,0
1,0,0,316,42,2,6,AKLKUL,New Zealand,1,0,0,8.83,0
1,0,0,90,22,5,0,AKLKUL,New Zealand,1,0,0,8.83,0
1,0,0,266,19,14,1,AKLKUL,Malaysia,0,0,0,8.83,1
1,0,0,74,86,3,6,AKLKUL,Malaysia,1,1,1,8.83,1
1,0,0,36,19,5,0,AKLKUL,Malaysia,0,0,0,8.83,1
5,0,0,38,26,7,5,AKLKUL,Malaysia,1,0,0,8.83,1
1,0,0,62,47,10,4,AKLKUL,Malaysia,1,0,1,8.83,1
1,0,0,230,39,0,4,AKLKUL,Malaysia,1,1,1,8.83,0
2,0,0,83,35,13,3,AKLKUL,Malaysia,1,1,1,8.83,1
4,0,0,227,20,16,6,AKLKUL,Malaysia,1,0,1,8.83,1
1,0,0,77,26,13,3,AKLKUL,Malaysia,1,1,1,8.83,0
4,0,0,72,24,3,5,AKLKUL,Malaysia,1,0,1,8.83,0
1,0,0,34,144,2,6,AKLKUL,New Zealand,0,0,1,8.83,0
1,0,0,157,37,7,1,AKLKUL,New Zealand,1,0,0,8.83,0
1,0,0,167,32,16,1,AKLKUL,Malaysia,0,0,0,8.83,1
2,0,0,103,17,3,1,AKLKUL,Malaysia,0,0,0,8.83,0
1,0,0,16,84,14,1,AKLKUL,United Kingdom,0,0,0,8.83,0
1,0,0,388,22,7,3,AKLKUL,Malaysia,1,0,0,8.83,1
5,0,0,128,23,23,3,AKLKUL,New Zealand,1,0,0,8.83,0
7,0,0,97,17,16,6,AKLKUL,United Kingdom,1,1,0,8.83,1
1,0,0,364,24,0,4,AKLKUL,New Zealand,0,0,0,8.83,0
1,0,0,152,26,5,1,AKLKUL,New Zealand,1,0,0,8.83,0
2,0,0,242,17,1,2,AKLKUL,Malaysia,1,0,0,8.83,0
2,0,0,35,19,8,2,AKLKUL,Malaysia,1,0,1,8.83,0
3,0,0,278,35,5,5,AKLKUL,New Zealand,0,0,1,8.83,0
1,0,0,13,91,6,1,AKLKUL,Malaysia,1,0,0,8.83,0
2,0,0,93,91,7,2,AKLKUL,New Zealand,1,1,1,8.83,1
2,0,0,164,50,12,1,AKLKUL,Germany,1,1,0,8.83,0
1,0,0,296,33,9,2,AKLKUL,New Zealand,0,0,0,8.83,0
1,0,0,119,134,17,1,AKLKUL,Malaysia,1,0,0,8.83,1
2,0,0,234,23,9,4,AKLKUL,New Zealand,1,0,1,8.83,0
2,1,0,74,19,9,0,AKLKUL,Malaysia,0,0,0,8.83,0
1,0,0,45,27,12,0,AKLKUL,Malaysia,1,0,0,8.83,0
1,0,0,23,18,11,4,AKLKUL,Malaysia,1,0,1,8.83,1
1,0,0,38,135,13,6,AKLKUL,France,0,0,0,8.83,0
2,0,0,227,22,12,0,AKLKUL,Malaysia,1,0,1,8.83,1
1,0,0,59,36,10,6,AKLKUL,New Zealand,1,1,1,8.83,1
1,0,0,133,130,2,1,AKLKUL,New Zealand,1,0,0,8.83,0
2,0,0,47,21,2,4,AKLKUL,Malaysia,1,1,0,8.83,1
3,0,0,1,26,2,4,AKLKUL,New Zealand,1,0,1,8.83,0
2,0,0,352,29,4,4,AKLKUL,Malaysia,1,1,1,8.83,1
1,0,0,7,78,9,6,AKLKUL,New Zealand,1,0,1,8.83,0
1,0,0,112,18,12,0,AKLKUL,Malaysia,1,0,0,8.83,1
1,0,0,85,33,17,1,AKLKUL,Oman,1,0,1,8.83,0
1,0,0,8,19,9,5,AKLKUL,New Zealand,0,0,1,8.83,1
1,0,0,56,17,8,6,AKLKUL,Malaysia,1,0,0,8.83,1
4,0,0,349,19,14,2,AKLKUL,Malaysia,0,0,1,8.83,0
1,0,0,308,29,16,3,AKLKUL,Malaysia,1,0,1,8.83,1
2,0,0,383,20,6,1,AKLKUL,Malaysia,1,1,1,8.83,1
3,0,0,89,17,14,3,AKLKUL,United Kingdom,0,0,1,8.83,0
1,0,0,69,34,9,2,AKLKUL,Malaysia,0,0,1,8.83,0
1,0,0,30,41,12,4,AKLKUL,Malaysia,1,0,0,8.83,1
1,0,0,24,181,1,3,AKLKUL,Malaysia,1,0,0,8.83,0
1,0,0,370,21,9,1,AKLKUL,Malaysia,1,0,0,8.83,0
1,1,0,68,20,0,0,AKLKUL,New Zealand,1,1,0,8.83,0
1,0,0,6,45,12,4,AKLKUL,Malaysia,1,0,1,8.83,0
4,0,0,110,19,13,4,AKLKUL,Malaysia,1,0,1,8.83,0
3,0,0,155,17,6,3,AKLKUL,New Zealand,0,0,0,8.83,0
2,0,0,2,24,7,5,AKLKUL,Malaysia,0,0,0,8.83,0
1,1,0,113,28,8,1,AKLKUL,New Zealand,1,0,1,8.83,0
1,1,0,2,29,3,1,AKLKUL,Philippines,1,0,0,8.83,0
1,0,0,79,43,6,6,AKLKUL,Malaysia,1,1,1,8.83,1
2,0,0,409,18,4,1,AKLKUL,Malaysia,1,0,1,8.83,0
2,0,0,43,19,8,2,AKLKUL,Malaysia,0,0,0,8.83,0
1,0,0,30,117,9,3,AKLKUL,New Zealand,1,0,1,8.83,0
1,0,0,115,45,13,6,AKLKUL,Malaysia,1,0,0,8.83,1
2,0,0,75,18,8,0,AKLKUL,United Kingdom,1,1,1,8.83,0
1,0,0,279,18,7,3,AKLKUL,Malaysia,1,1,0,8.83,0
1,0,0,55,20,6,3,AKLKUL,United States,0,0,0,8.83,1
1,0,0,71,31,12,6,AKLKUL,France,0,0,1,8.83,1
1,0,0,34,30,15,6,AKLKUL,Indonesia,1,0,1,8.83,0
1,0,0,166,91,2,6,AKLKUL,New Zealand,1,0,1,8.83,0
2,0,0,36,38,8,6,AKLKUL,Thailand,1,0,0,8.83,0
1,0,0,89,29,9,1,AKLKUL,New Zealand,1,0,0,8.83,0
1,0,0,174,84,11,3,AKLKUL,New Zealand,1,0,1,8.83,0
1,0,0,55,73,8,6,AKLKUL,Malaysia,1,0,0,8.83,0
1,0,0,88,18,4,2,AKLKUL,New Zealand,0,0,0,8.83,0
1,0,0,133,18,16,5,AKLKUL,New Zealand,1,0,0,8.83,1
2,0,0,162,20,21,1,AKLKUL,Spain,1,0,0,8.83,0
3,0,0,164,35,12,1,AKLKUL,Germany,1,1,0,8.83,0
1,0,0,125,54,1,2,AKLKUL,Malaysia,1,0,0,8.83,1
1,0,0,20,120,2,0,AKLKUL,Saudi Arabia,1,0,0,8.83,0
1,0,0,164,38,14,6,AKLKUL,Malaysia,1,1,1,8.83,1
1,0,0,65,25,23,0,AKLKUL,Malaysia,1,0,0,8.83,1
2,0,0,143,29,10,0,AKLKUL,Malaysia,1,1,0,8.83,1
2,0,0,111,22,12,3,AKLKUL,Malaysia,0,0,0,8.83,0
1,1,0,9,47,11,4,AKLKUL,Malaysia,1,0,0,8.83,0
1,0,0,65,278,2,5,AKLKUL,Malaysia,0,0,0,8.83,0
2,0,0,38,17,5,1,AKLKUL,Malaysia,1,1,1,8.83,0
1,0,0,68,87,8,1,AKLKUL,Malaysia,0,0,0,8.83,1
2,0,0,80,25,13,4,AKLKUL,Malaysia,0,0,0,8.83,0
1,0,0,6,19,10,5,AKLKUL,New Zealand,0,0,0,8.83,0
1,0,0,128,37,8,4,AKLKUL,New Zealand,0,0,0,8.83,0
1,0,0,206,29,22,4,AKLKUL,New Zealand,1,1,0,8.83,0
1,0,0,188,23,5,6,AKLKUL,New Zealand,0,0,1,8.83,0
2,0,0,200,21,15,2,AKLKUL,Malaysia,0,0,0,8.83,0
3,0,0,172,17,9,6,AKLKUL,Malaysia,1,1,1,8.83,0
1,0,0,21,24,2,1,AKLKUL,Malaysia,1,1,1,8.83,1
2,0,0,332,17,10,0,AKLKUL,New Zealand,0,0,0,8.83,0
2,0,0,190,23,7,5,AKLKUL,New Zealand,0,0,1,8.83,0
2,0,0,77,19,16,0,AKLKUL,Malaysia,0,0,0,8.83,0
1,0,0,49,36,7,6,AKLKUL,Malaysia,0,0,0,8.83,1
2,0,0,293,85,12,1,AKLKUL,Malaysia,0,1,1,8.83,0
1,0,0,151,89,8,4,AKLKUL,New Zealand,1,1,0,8.83,0
3,0,0,285,28,11,1,AKLKUL,Malaysia,0,0,1,8.83,0
2,0,0,181,18,2,6,AKLKUL,New Zealand,1,0,1,8.83,0
1,0,0,114,24,11,4,AKLKUL,Qatar,1,1,1,8.83,1
1,0,0,64,28,4,1,AKLKUL,Malaysia,1,0,1,8.83,0
2,0,0,21,31,9,2,AKLKUL,Malaysia,1,1,0,8.83,1
4,0,0,157,17,7,5,AKLKUL,Indonesia,1,0,0,8.83,0
1,0,0,76,18,11,4,AKLKUL,Malaysia,1,1,1,8.83,1
1,0,0,70,72,8,2,AKLKUL,New Zealand,1,0,1,8.83,0
1,0,0,32,35,8,1,AKLKUL,Malaysia,0,0,0,8.83,0
2,0,0,236,21,12,0,AKLKUL,Malaysia,1,0,0,8.83,0
1,0,0,39,312,12,1,AKLKUL,New Zealand,1,0,0,8.83,0
1,0,0,300,63,2,6,AKLKUL,Australia,0,0,0,8.83,0
1,0,0,269,20,6,3,AKLKUL,Malaysia,1,0,0,8.83,0
1,0,0,7,19,13,0,AKLKUL,Malaysia,1,0,0,8.83,0
2,0,0,90,43,11,3,AKLKUL,Malaysia,1,0,1,8.83,1
2,0,0,214,28,10,1,AKLKUL,Netherlands,0,0,1,8.83,0
1,0,0,339,17,19,3,AKLKUL,Malaysia,0,0,1,8.83,0
1,0,0,158,138,11,2,AKLKUL,New Zealand,1,0,1,8.83,0
2,0,0,325,21,9,2,AKLKUL,New Zealand,1,0,0,8.83,1
4,0,0,170,37,7,5,AKLKUL,New Zealand,1,0,1,8.83,0
1,0,0,162,32,14,0,AKLKUL,Bangladesh,1,0,0,8.83,1
3,0,0,444,17,2,3,AKLKUL,Malaysia,1,1,1,8.83,1
1,0,0,163,86,6,4,AKLKUL,Malaysia,1,0,1,8.83,0
2,0,0,246,37,10,4,AKLKUL,New Zealand,1,0,0,8.83,0
1,0,0,110,35,0,1,AKLKUL,New Zealand,1,0,1,8.83,0
1,0,0,391,28,13,0,AKLKUL,Malaysia,0,0,0,8.83,0
2,0,0,249,21,6,6,AKLKUL,Philippines,1,1,0,8.83,1
1,0,0,13,87,3,2,AKLKUL,Malaysia,0,0,0,8.83,1
6,0,0,77,17,15,4,AKLKUL,Malaysia,1,0,1,8.83,0
3,0,0,116,22,14,0,AKLKUL,Malaysia,1,0,1,8.83,0
1,0,0,153,53,17,0,AKLKUL,Malaysia,0,0,0,8.83,1
3,0,0,40,17,0,6,AKLKUL,(not set),0,0,0,8.83,0
2,0,0,117,153,10,3,AKLKUL,New Zealand,0,0,0,8.83,0
4,0,0,88,21,23,3,AKLKUL,New Zealand,1,0,0,8.83,0
2,0,0,36,17,3,4,AKLKUL,Malaysia,0,0,0,8.83,1
1,0,0,209,89,8,6,AKLKUL,Malaysia,1,0,0,8.83,0
3,0,0,344,38,6,0,AKLKUL,New Zealand,1,1,1,8.83,0
2,0,0,203,92,4,2,AKLKUL,New Zealand,1,0,1,8.83,0
1,0,0,90,23,10,1,AKLKUL,New Zealand,0,0,0,8.83,0
3,0,0,43,22,10,4,AKLKUL,New Zealand,1,1,0,8.83,0
1,0,0,149,37,4,6,AKLKUL,Malaysia,1,0,1,8.83,0
2,0,0,284,46,22,1,AKLKUL,New Zealand,0,0,0,8.83,0
1,0,0,147,21,3,6,AKLKUL,New Zealand,0,0,1,8.83,0
1,0,0,102,74,2,0,AKLKUL,New Zealand,0,0,0,8.83,0
1,0,0,269,18,11,1,AKLKUL,Malaysia,1,0,1,8.83,0
3,0,0,338,49,3,4,AKLKUL,New Zealand,1,0,1,8.83,0
1,0,0,54,24,10,3,AKLKUL,New Zealand,1,0,1,8.83,0
1,0,0,380,31,18,1,AKLKUL,New Zealand,1,1,1,8.83,0
4,0,0,169,21,6,6,AKLKUL,Malaysia,1,0,0,8.83,1
2,0,0,215,24,13,1,AKLKUL,Kazakhstan,1,1,1,8.83,0
2,0,0,173,31,9,3,AKLKUL,New Zealand,1,1,1,8.83,0
1,0,0,8,30,2,3,AKLKUL,New Zealand,1,0,0,8.83,0
2,0,0,313,56,6,1,AKLKUL,Romania,1,0,1,8.83,0
1,0,0,75,23,6,6,AKLKUL,New Zealand,0,0,0,8.83,0
1,1,0,102,36,8,2,AKLKUL,New Zealand,1,1,1,8.83,0
1,0,0,38,81,11,5,AKLKUL,Malaysia,1,0,0,8.83,0
2,0,0,63,34,8,3,AKLKUL,Malaysia,1,1,1,8.83,1
1,0,0,135,33,4,6,AKLKUL,New Zealand,0,0,0,8.83,0
2,0,0,254,31,14,6,AKLKUL,United Kingdom,0,0,0,8.83,0
1,0,0,121,18,17,3,AKLKUL,New Zealand,1,0,1,8.83,0
2,0,0,37,17,1,0,AKLKUL,Malaysia,0,0,0,8.83,1
1,0,0,38,36,12,6,AKLKUL,New Zealand,1,0,1,8.83,0
5,0,0,144,21,10,1,AKLKUL,New Zealand,1,0,0,8.83,0
1,0,0,195,86,8,0,AKLKUL,New Zealand,1,0,1,8.83,0
3,0,0,92,34,11,2,AKLKUL,New Zealand,0,0,0,8.83,0
1,0,0,338,17,10,4,AKLKUL,Malaysia,0,0,0,8.83,0
2,0,0,105,27,6,1,AKLKUL,New Zealand,1,0,0,8.83,0
1,0,0,126,39,8,3,AKLKUL,New Zealand,0,0,0,8.83,0
1,0,0,51,31,3,6,AKLKUL,Malaysia,1,0,0,8.83,0
6,0,0,224,38,6,6,AKLKUL,Malaysia,1,0,1,8.83,0
1,0,0,121,33,8,4,AKLKUL,New Zealand,1,0,0,8.83,0
2,0,0,243,21,6,0,AKLKUL,Singapore,1,0,1,8.83,0
2,0,0,202,17,7,5,AKLKUL,Malaysia,1,0,0,8.83,0
1,0,0,5,25,17,0,AKLKUL,Malaysia,1,0,0,8.83,0
2,0,0,49,261,13,1,AKLKUL,Réunion,0,0,0,8.83,0
1,0,0,92,22,1,4,AKLKUL,New Zealand,0,0,0,8.83,0
1,0,0,109,45,5,2,AKLKUL,Malaysia,0,0,0,8.83,0
1,0,0,109,21,14,1,AKLKUL,Malaysia,0,0,0,8.83,0
2,0,0,202,19,4,4,AKLKUL,Malaysia,1,0,0,8.83,0
1,0,2,66,26,6,5,AKLKUL,Vietnam,0,0,1,8.83,0
1,0,0,35,81,5,4,AKLKUL,Malaysia,1,1,1,8.83,0
2,0,0,143,29,6,6,AKLKUL,Malaysia,1,1,1,8.83,0
3,0,0,101,20,6,5,AKLKUL,Malaysia,1,0,1,8.83,0
1,0,0,68,17,4,6,AKLKUL,Malaysia,0,0,1,8.83,1
1,0,0,117,103,13,2,AKLKUL,New Zealand,1,0,0,8.83,0
2,0,0,339,17,13,3,AKLKUL,Malaysia,1,1,1,8.83,0
1,0,0,246,18,3,2,AKLKUL,Malaysia,0,1,0,8.83,0
2,1,0,156,19,14,5,AKLKUL,Malaysia,1,1,1,8.83,0
2,0,0,230,68,0,5,AKLKUL,Malaysia,1,0,1,8.83,0
3,0,0,336,17,8,6,AKLKUL,Malaysia,0,0,0,8.83,0
1,0,2,7,1,14,2,AKLKUL,New Zealand,0,0,0,8.83,0
2,0,0,277,20,13,5,AKLKUL,Malaysia,1,1,1,8.83,0
1,0,0,307,32,15,5,AKLKUL,Réunion,1,0,1,8.83,1
1,1,0,199,17,2,1,AKLKUL,Malaysia,0,0,0,8.83,0
2,0,0,183,19,22,3,AKLKUL,New Zealand,1,0,1,8.83,0
2,0,0,242,18,1,1,AKLKUL,Thailand,0,1,0,8.83,0
1,0,0,10,49,17,1,AKLKUL,Malaysia,1,0,0,8.83,1
1,0,0,46,21,12,4,AKLKUL,Malaysia,1,0,0,8.83,0
1,0,0,111,24,0,1,AKLKUL,New Zealand,1,0,0,8.83,0
1,0,2,158,1,5,3,AKLKUL,New Zealand,0,0,0,8.83,0
1,0,0,7,35,12,4,AKLKUL,Malaysia,0,0,0,8.83,0
1,0,0,172,17,8,6,AKLKUL,Malaysia,1,1,1,8.83,0
1,0,0,104,29,4,0,AKLKUL,Malaysia,1,0,1,8.83,0
1,0,0,25,20,9,6,AKLKUL,New Zealand,0,0,0,8.83,0
3,0,0,363,49,6,1,AKLKUL,New Zealand,1,0,1,8.83,1
3,0,0,233,60,11,1,AKLKUL,Malaysia,0,0,0,8.83,0
1,0,2,20,1,10,3,AKLKUL,New Zealand,0,1,0,8.83,0
1,0,0,21,20,19,2,AKLKUL,Brazil,1,0,0,8.83,0
1,0,0,40,19,11,5,AKLKUL,New Zealand,1,0,1,8.83,0
2,0,0,30,33,19,6,AKLKUL,Belgium,1,0,1,8.83,0
2,0,0,18,29,10,2,AKLKUL,Netherlands,1,0,0,8.83,0
1,1,0,242,18,2,2,AKLKUL,New Zealand,0,0,0,8.83,0
2,1,0,69,19,12,1,AKLKUL,Thailand,1,0,1,8.83,1
1,0,0,70,31,19,3,AKLKUL,New Zealand,1,0,1,8.83,1
1,0,0,3,39,1,3,AKLKUL,New Zealand,0,0,0,8.83,0
2,0,0,33,47,5,3,AKLKUL,New Zealand,0,0,0,8.83,0
1,0,0,30,27,8,4,AKLKUL,New Zealand,1,0,1,8.83,0
2,0,0,143,36,5,1,AKLKUL,Malaysia,0,0,1,8.83,1
8,0,0,261,22,14,3,AKLKUL,Malaysia,1,0,1,8.83,0
1,0,0,37,22,12,4,AKLKUL,Malaysia,1,0,1,8.83,0
2,0,0,43,17,2,4,AKLKUL,New Zealand,1,1,0,8.83,0
3,0,0,235,28,16,1,AKLKUL,Malaysia,1,0,1,8.83,0
1,0,0,241,47,4,2,AKLKUL,Malaysia,1,1,0,8.83,1
1,0,0,334,18,14,1,AKLKUL,Malaysia,1,1,0,8.83,0
2,0,0,23,17,5,2,AKLKUL,Malaysia,0,0,0,8.83,1
3,1,0,56,31,11,5,AKLKUL,Malaysia,1,1,1,8.83,0
2,1,0,325,29,12,4,AKLKUL,Malaysia,1,0,0,8.83,1
1,0,0,19,30,9,1,AKLKUL,New Zealand,0,0,0,8.83,0
2,0,0,193,18,0,3,AKLKUL,New Zealand,0,0,0,8.83,0
2,0,0,14,20,2,5,AKLKUL,Malaysia,1,1,1,8.83,0
3,0,0,216,21,7,0,AKLKUL,Malaysia,1,0,1,8.83,1
1,0,0,233,17,12,3,AKLKUL,Malaysia,0,0,0,8.83,0
4,0,0,132,20,13,3,AKLKUL,Malaysia,1,0,0,8.83,1
1,0,0,18,20,10,0,AKLKUL,Switzerland,0,0,0,8.83,0
1,0,0,26,26,16,6,AKLKUL,Malaysia,0,0,0,8.83,1
2,0,0,20,79,11,3,AKLKUL,Malaysia,1,0,0,8.83,0
1,0,0,19,104,4,1,AKLKUL,Malaysia,1,1,1,8.83,0
1,0,0,18,22,3,2,AKLKUL,Malaysia,0,0,0,8.83,0
2,0,0,17,24,11,2,AKLKUL,New Zealand,1,0,0,8.83,0
1,0,0,143,38,6,3,AKLKUL,Malaysia,1,0,0,8.83,0
2,0,0,97,17,8,2,AKLKUL,Malaysia,1,0,1,8.83,0
1,0,0,233,83,7,5,AKLKUL,New Zealand,1,1,1,8.83,1
1,0,0,192,56,3,6,AKLKUL,Malaysia,1,1,1,8.83,0
1,0,0,165,17,7,5,AKLKUL,New Zealand,1,0,1,8.83,0
1,0,0,205,88,7,0,AKLKUL,Malaysia,1,1,1,8.83,0
1,1,0,111,85,0,3,AKLKUL,New Zealand,1,0,1,8.83,0
3,0,0,260,28,20,1,AKLKUL,New Zealand,0,1,1,8.83,0
2,0,0,79,22,4,2,AKLKUL,Malaysia,0,0,0,8.83,0
1,0,0,187,22,10,2,AKLKUL,New Zealand,1,0,0,8.83,0
1,0,0,106,44,19,3,AKLKUL,New Zealand,0,0,0,8.83,0
1,0,0,32,17,21,5,AKLKUL,Malaysia,0,0,0,8.83,1
2,0,0,215,17,9,6,AKLKUL,Malaysia,1,1,1,8.83,1
1,0,0,16,61,9,5,AKLKUL,Malaysia,1,1,1,8.83,0
4,0,0,118,23,10,3,AKLKUL,Malaysia,1,0,0,8.83,0
3,0,0,316,28,11,3,AKLKUL,China,0,0,0,8.83,0
2,0,0,314,20,4,4,AKLKUL,Malaysia,1,0,0,8.83,0
1,0,0,3,135,6,4,AKLKUL,Malaysia,1,0,1,8.83,0
1,0,0,128,33,4,5,AKLKUL,Malaysia,0,0,0,8.83,0
1,0,0,292,20,6,2,AKLKUL,Malaysia,1,0,1,8.83,0
1,0,0,301,121,15,1,AKLKUL,Malaysia,0,1,0,8.83,0
2,0,0,200,35,12,1,AKLKUL,New Zealand,1,0,0,8.83,0
1,0,0,377,28,11,2,AKLKUL,Malaysia,1,0,1,8.83,0
1,0,0,118,35,6,2,AKLKUL,Malaysia,1,0,0,8.83,0
1,0,0,41,37,5,5,AKLKUL,New Zealand,0,0,0,8.83,0
1,0,0,52,30,13,1,AKLKUL,Malaysia,1,0,0,8.83,1
1,0,0,28,34,5,4,AKLKUL,New Zealand,0,0,0,8.83,0
2,0,0,216,18,10,0,AKLKUL,United Kingdom,1,1,0,8.83,0
2,0,0,174,30,6,4,AKLKUL,Malaysia,0,0,0,8.83,0
2,0,0,77,22,14,4,AKLKUL,Netherlands,1,1,0,8.83,0
1,0,0,73,39,11,0,AKLKUL,New Zealand,1,1,0,8.83,0
2,0,0,159,72,1,1,AKLKUL,New Zealand,1,1,1,8.83,0
1,0,0,16,112,18,5,AKLKUL,New Zealand,1,0,1,8.83,0
3,0,0,135,22,14,4,AKLKUL,Malaysia,1,0,1,8.83,0
2,0,0,122,28,13,0,AKLKUL,Réunion,0,0,0,8.83,0
2,0,0,308,18,8,4,AKLKUL,Turkey,0,0,0,8.83,0
1,0,0,320,19,2,0,AKLKUL,Malaysia,0,0,0,8.83,0
1,0,0,309,63,5,3,AKLKUL,Malaysia,0,0,1,8.83,0
1,0,0,2,103,20,1,AKLKUL,Malaysia,1,0,1,8.83,0
1,0,0,34,18,14,4,AKLKUL,Malaysia,1,1,1,8.83,0
1,0,0,21,33,3,2,AKLKUL,Malaysia,1,0,0,8.83,0
1,0,0,169,22,12,2,AKLKUL,New Zealand,1,1,0,8.83,0
1,0,0,330,22,20,4,AKLKUL,New Zealand,1,1,1,8.83,0
3,0,0,47,17,16,1,AKLKUL,Malaysia,1,1,1,8.83,1
1,0,0,39,107,15,2,AKLKUL,Thailand,1,0,0,8.83,0
2,0,0,135,22,8,4,AKLKUL,Malaysia,1,0,1,8.83,0
2,0,0,95,37,2,4,AKLKUL,New Zealand,1,0,1,8.83,0
1,0,0,6,21,11,6,AKLKUL,Kenya,1,0,1,8.83,0
1,1,0,102,88,23,4,AKLKUL,Malaysia,1,0,1,8.83,0
1,0,0,224,62,4,1,AKLKUL,New Zealand,1,0,1,8.83,0
2,0,0,2,79,10,3,AKLKUL,Saudi Arabia,1,0,0,8.83,0
2,1,0,330,20,22,3,AKLKUL,New Zealand,0,0,0,8.83,0
1,0,0,337,24,7,5,AKLKUL,New Zealand,1,0,1,8.83,0
1,0,0,223,46,11,5,AKLKUL,United Kingdom,0,0,1,8.83,0
1,0,0,136,36,9,2,AKLKUL,New Zealand,1,0,1,8.83,0
1,0,0,21,29,12,1,AKLKUL,Malaysia,1,0,0,8.83,0
2,0,0,128,33,9,2,AKLKUL,New Zealand,1,0,1,8.83,0
1,0,0,32,22,9,2,AKLKUL,New Zealand,1,0,0,8.83,0
1,0,0,50,63,17,0,AKLKUL,United Kingdom,0,0,0,8.83,1
2,0,0,234,23,9,4,AKLKUL,New Zealand,1,0,1,8.83,0
1,0,0,64,35,12,2,AKLKUL,Malaysia,1,0,0,8.83,0
1,0,0,243,29,4,2,AKLKUL,Malaysia,0,0,0,8.83,0
2,0,0,93,29,9,2,AKLKUL,Italy,0,0,0,8.83,0
1,0,0,123,19,4,6,AKLKUL,Malaysia,0,0,1,8.83,1
2,0,0,75,84,19,2,AKLKUL,New Zealand,1,0,0,8.83,0
2,0,0,207,157,1,2,AKLKUL,New Zealand,1,1,0,8.83,0
1,0,0,86,18,2,5,AKLKUL,India,1,0,1,8.83,1
1,1,0,96,30,3,3,AKLKUL,New Zealand,1,0,1,8.83,0
1,0,0,16,84,14,1,AKLKUL,Malaysia,1,0,1,8.83,0
1,0,0,42,266,11,1,AKLKUL,Malaysia,1,1,1,8.83,0
2,1,0,281,35,17,0,AKLKUL,Malaysia,1,1,0,8.83,1
2,0,0,163,17,8,2,AKLKUL,Malaysia,1,0,1,8.83,1
1,0,0,83,33,16,3,AKLKUL,New Zealand,1,0,1,8.83,0
4,0,0,294,17,14,4,AKLKUL,Malaysia,1,0,1,8.83,1
2,0,0,135,22,13,4,AKLKUL,Malaysia,1,1,0,8.83,0
1,0,0,108,83,0,1,AKLKUL,New Zealand,0,0,0,8.83,1
1,0,0,99,19,13,1,AKLKUL,Malaysia,0,0,0,8.83,1
2,0,0,373,17,15,3,AKLKUL,Malaysia,1,1,1,8.83,0
2,0,0,37,17,16,3,AKLKUL,Malaysia,0,0,0,8.83,1
1,0,0,153,44,10,4,AKLKUL,New Zealand,1,0,1,8.83,0
1,0,0,303,28,19,3,AKLKUL,Malaysia,0,0,0,8.83,0
2,0,0,34,90,8,5,AKLKUL,Malaysia,1,0,1,8.83,0
1,0,0,53,27,10,0,AKLKUL,Malaysia,1,0,1,8.83,0
1,1,0,208,25,11,2,AKLKUL,Italy,0,0,0,8.83,0
3,0,0,143,17,2,2,AKLKUL,New Zealand,1,0,1,8.83,0
